City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,hithadhoo,-0.6,73.0833,28.28,71,92,5.4,MV,1683600214
356,beau vallon,-20.4189,57.6953,24.13,88,40,3.6,MU,1683600517
357,selkirk,50.1436,-96.8845,11.2,94,100,0.45,CA,1683600517
358,wahpeton,46.2652,-96.6059,14.4,82,75,2.06,US,1683600261
359,nago,26.5881,127.9761,25.47,65,5,6.24,JP,1683600518
360,caleta de carquin,-11.0925,-77.6267,22.11,86,68,5.07,PE,1683600328
361,alo,7.4178,6.7371,25.52,82,88,1.08,NG,1683600518
362,ketchikan,55.3422,-131.6461,13.26,50,20,3.09,US,1683600518
363,kidal,18.4411,1.4078,30.59,9,95,3.86,ML,1683600372
364,lorengau,-2.0226,147.2712,29.01,76,90,1.19,PG,1683600518
365,mamfe,5.754,9.3123,24.33,93,97,0.87,CM,1683600519
366,motueka,-41.1333,173.0167,17.83,97,100,2.04,NZ,1683600519
367,bandar lampung,-5.4254,105.258,27.72,77,91,1.88,ID,1683600519
368,ternate,0.8,127.4,29.14,76,77,2.99,ID,1683600519
369,calderitas,18.55,-88.25,26.79,80,1,5.27,MX,1683600316
370,gidole,5.65,37.3667,13.0,89,99,1.11,ET,1683600520
371,sarangani,5.4033,125.4636,28.74,72,89,1.07,PH,1683600520
372,westport,41.1415,-73.3579,17.53,53,99,3.01,US,1683600238
373,vila velha,-20.3297,-40.2925,22.97,98,75,0.0,BR,1683600267
374,codo,-4.4553,-43.8856,23.09,75,15,0.48,BR,1683600520
375,silver city,32.7701,-108.2803,17.04,18,0,4.12,US,1683600520
376,mokhsogollokh,61.4681,128.9203,2.66,37,10,1.99,RU,1683600521
377,koudougou,12.25,-2.3667,28.68,44,56,3.17,BF,1683600521
378,nueva gerona,21.8833,-82.8,27.29,68,2,5.58,CU,1683600521
379,botou,38.0667,116.5667,25.89,16,98,3.19,CN,1683600521
380,marang,5.2056,103.2059,28.95,73,100,1.01,MY,1683600521
381,luanda,-8.8368,13.2343,27.0,89,100,2.57,AO,1683600521
382,portland,45.5234,-122.6762,13.13,91,100,2.06,US,1683600205
383,ingeniero jacobacci,-41.3427,-69.5448,11.63,26,100,1.43,AR,1683600522
384,khandyga,62.6667,135.6,2.49,39,70,1.29,RU,1683600522
385,mournies,35.4764,24.0092,17.68,82,20,1.54,GR,1683600522
386,rajgarh,28.6333,75.3833,30.81,21,0,4.97,IN,1683600522
387,novodvinsk,64.4165,40.8122,3.63,85,100,2.73,RU,1683600523
388,antonio enes,-16.2325,39.9086,20.91,83,0,3.07,MZ,1683600419
389,inhambane,-23.865,35.3833,19.78,95,7,2.66,MZ,1683600523
390,basco,20.4487,121.9702,25.76,77,90,9.2,PH,1683600408
391,lagoa,39.05,-27.9833,16.18,87,100,2.6,PT,1683600523
392,great falls,47.5002,-111.3008,16.25,43,0,4.12,US,1683600267
393,rufino,-34.2683,-62.7126,11.03,56,2,0.8,AR,1683600524
394,laguna,38.421,-121.4238,19.66,49,0,3.09,US,1683600162
395,nuuk,64.1835,-51.7216,-0.66,100,100,1.54,GL,1683600330
396,yuzhno-kurilsk,44.0306,145.8556,7.3,77,15,5.03,RU,1683600048
397,masuguru,-11.3667,38.4167,18.22,92,0,0.78,TZ,1683600524
398,inari,68.906,27.0288,4.11,99,100,2.01,FI,1683600524
399,masterton,-40.9597,175.6575,18.27,94,98,3.56,NZ,1683600525
400,gevas,38.2968,43.1083,6.78,69,1,0.85,TR,1683600525
401,tungi,23.89,90.4058,31.0,62,40,2.06,BD,1683600525
402,alur,12.9833,75.9833,23.7,73,99,1.8,IN,1683600525
403,pisco,-13.7,-76.2167,20.03,83,100,6.69,PE,1683600413
404,khovd,48.0056,91.6419,7.3,45,13,1.57,MN,1683600526
405,birao,10.2849,22.7882,27.43,46,55,1.68,CF,1683600526
406,glubokoye,50.1456,82.3114,15.86,44,7,1.0,KZ,1683600526
407,worthington,40.0931,-83.018,17.86,85,40,2.57,US,1683600526
408,santyoku,37.4406,129.1708,21.93,41,0,1.1,KR,1683600526
409,muroran,42.3172,140.9881,11.69,70,10,4.26,JP,1683600526
410,elverum,60.8819,11.5623,2.69,96,100,1.77,NO,1683600527
411,dryden,49.7833,-92.7503,12.16,82,100,2.57,CA,1683600527
412,turaif,31.6725,38.6637,14.14,58,0,5.14,SA,1683600527
413,anadarko,35.0726,-98.2437,24.91,75,0,4.77,US,1683600527
414,hovd,48.0056,91.6419,7.3,45,13,1.57,MN,1683600527
415,shuangjiang,26.1547,109.7138,16.56,92,100,0.21,CN,1683600528
416,golden square,-36.7714,144.2617,18.27,53,85,2.68,AU,1683600528
417,veresti,47.6,26.4333,6.62,88,0,4.12,RO,1683600528
418,tazovsky,67.4667,78.7,-11.6,87,100,9.69,RU,1683600256
419,island harbour,50.724,-1.2758,13.42,96,100,0.89,GB,1683600528
420,struer,56.4912,8.5838,12.84,72,100,6.67,DK,1683600529
421,dhuusamarreeb,5.535,46.3861,25.51,74,50,6.96,SO,1683600529
422,sosnovo-ozerskoye,52.5249,111.5418,14.6,26,2,2.26,RU,1683600529
423,berezovyy,51.6667,135.7,12.94,44,94,5.98,RU,1683600530
424,kolonia town,6.964,158.206,33.0,62,75,3.6,FM,1683600530
425,nizhneangarsk,55.7833,109.55,5.92,70,15,1.28,RU,1683600530
426,mangai,-4.05,19.5333,20.93,99,98,0.8,CD,1683600531
427,roskilde,55.6415,12.0803,9.9,87,17,4.12,DK,1683600531
428,muscat,23.6139,58.5922,29.01,46,0,0.93,OM,1683600411
429,mzuzu,-11.4656,34.0207,13.09,92,2,0.44,MW,1683600531
430,okhotsk,59.3833,143.3,5.21,67,28,2.91,RU,1683600532
431,coahuayana de hidalgo,18.7,-103.6583,25.15,80,42,0.61,MX,1683600412
432,ji'an,27.1172,114.9793,23.17,59,3,1.28,CN,1683600532
433,fuglafjordur,62.244,-6.814,8.26,86,98,1.72,FO,1683600526
434,kristiansund,63.1115,7.732,11.36,66,100,2.57,NO,1683600243
435,maracaju,-21.6144,-55.1683,21.13,95,100,1.97,BR,1683600533
436,ejutla de crespo,16.5667,-96.7333,25.53,65,100,2.11,MX,1683600533
437,fort bragg,35.139,-79.006,24.91,67,75,2.06,US,1683600228
438,san felipe,10.3399,-68.7425,23.71,94,97,1.51,VE,1683600533
439,alofi,-19.0595,-169.9187,28.94,70,15,3.09,NU,1683600408
440,shiyan,32.6475,110.7781,19.71,53,100,2.39,CN,1683600534
441,leava,-14.3,-178.1667,28.56,72,0,2.67,WF,1683600534
442,el nido,11.1858,119.3956,29.51,71,95,1.53,PH,1683600534
443,pskov,57.8136,28.3496,-3.05,100,65,0.0,RU,1683600273
444,chegdomyn,51.1167,133.0167,14.63,31,100,5.53,RU,1683600204
445,pandan,14.0453,124.1694,30.03,68,94,2.17,PH,1683600240
446,kalat,29.0225,66.5916,17.06,12,0,0.99,PK,1683600255
447,noumea,-22.2763,166.4572,27.22,99,86,4.41,NC,1683600239
448,egilsstadir,65.2653,-14.3948,4.95,100,75,1.03,IS,1683600535
449,tshikapa,-6.4167,20.8,21.31,81,30,1.08,CD,1683600535
450,sodo,6.8642,37.7628,13.44,94,94,1.31,ET,1683600535
451,elassona,39.8947,22.1886,14.63,93,100,0.99,GR,1683600535
452,revelstoke,50.9832,-118.2023,17.01,51,75,3.6,CA,1683600536
453,al kharijah,25.4514,30.5464,18.91,38,0,2.3,EG,1683600536
454,concepcion,-36.827,-73.0498,11.89,87,0,3.6,CL,1683600536
455,karwar,14.8,74.1333,26.67,80,100,1.03,IN,1683600536
456,kuanda,56.3161,116.0806,5.43,91,100,0.22,RU,1683600536
457,bucak,37.4592,30.595,7.29,74,17,1.17,TR,1683600537
458,clearfield,41.1253,-78.75,17.97,42,0,2.57,US,1683600537
459,wynyard,-41.0,145.7167,15.54,61,100,4.48,AU,1683600425
460,port moresby,-9.4431,147.1797,27.9,83,100,3.72,PG,1683600537
461,puerto armuelles,8.2833,-82.8667,27.05,82,90,1.94,PA,1683600201
462,dunlap,41.6378,-85.9217,14.1,88,100,2.06,US,1683600452
463,pathein,16.7833,94.7333,34.3,44,83,2.7,MM,1683600538
464,ilhabela,-23.7781,-45.3581,23.09,82,25,1.54,BR,1683600538
465,holualoa,19.6228,-155.9522,26.42,71,40,5.66,US,1683600228
466,tranqueras,-31.2,-55.75,12.89,95,0,1.96,UY,1683600538
467,mariana,-20.3778,-43.4161,16.97,95,11,0.62,BR,1683600538
468,kalevala,65.2,31.1667,1.84,99,100,2.47,RU,1683600539
469,salekhard,66.53,66.6019,-0.71,91,100,4.49,RU,1683600539
470,gordonvale,-17.0936,145.7842,27.75,56,91,4.02,AU,1683600539
471,port douglas,-16.4833,145.4667,24.28,62,99,7.67,AU,1683600262
472,nadi,-17.8,177.4167,29.0,65,20,4.12,FJ,1683600419
473,afsin,38.2477,36.914,8.97,76,5,1.16,TR,1683600539
474,yerofey pavlovich,53.9667,121.9667,8.86,29,65,4.71,RU,1683600540
475,berbera,10.4396,45.0143,29.18,71,55,0.96,SO,1683600540
476,mundemba,4.9479,8.8724,24.46,96,92,1.05,CM,1683600540
477,bailen,38.0964,-3.7779,17.67,38,72,1.34,ES,1683600540
478,callao,-12.0667,-77.15,22.16,78,100,5.66,PE,1683600209
479,grand gaube,-20.0064,57.6608,24.22,78,15,6.58,MU,1683600540
480,tutoia,-2.7619,-42.2744,26.38,79,23,2.18,BR,1683600541
481,usogorsk,63.4106,48.6872,3.43,83,100,3.73,RU,1683600226
482,moose jaw,50.4001,-105.5344,14.14,54,97,5.66,CA,1683600541
483,al qitena,14.8648,32.3668,27.46,15,1,6.1,SD,1683600541
484,flin flon,54.7682,-101.865,12.58,55,10,1.42,CA,1683600327
485,kaka,37.3482,59.6143,24.13,24,0,5.17,TM,1683600541
486,griffith,41.5284,-87.4237,12.92,93,100,1.54,US,1683600542
487,sipalay,9.75,122.5,32.15,60,48,2.41,PH,1683600542
488,khategaon,22.6,76.9167,35.74,16,1,3.93,IN,1683600542
489,aljezur,37.3191,-8.8033,15.66,92,42,5.05,PT,1683600542
490,bel ombre,-4.6167,55.4167,25.91,83,75,5.14,SC,1683600542
491,duong dong,10.2167,103.9667,31.0,74,40,2.06,VN,1683600543
492,misratah,32.3754,15.0925,21.57,51,82,9.64,LY,1683600543
493,koryazhma,61.3143,47.1691,3.57,88,99,3.37,RU,1683600543
494,mahanoro,-19.9,48.8,20.67,92,29,2.7,MG,1683600543
495,san luis de la loma,17.2706,-100.8939,28.25,67,3,2.66,MX,1683600234
496,south hedland,-20.4089,118.5983,28.96,20,0,8.75,AU,1683600543
497,port saint john's,-31.6229,29.5448,16.85,86,43,2.47,ZA,1683600544
498,youghal,51.95,-7.8506,10.56,100,19,2.12,IE,1683600297
499,san julian,21.0167,-102.1667,22.04,23,35,3.94,MX,1683600243
500,marsh harbour,26.5412,-77.0636,23.99,77,6,5.4,BS,1683600544
501,weno,7.4515,151.8468,29.97,79,75,2.06,FM,1683600203
502,sisimiut,66.9395,-53.6735,-0.53,84,100,5.23,GL,1683600315
503,bamboo flat,11.7,92.7167,29.84,74,100,5.99,IN,1683600545
504,tarawa,1.419,172.984,31.05,74,40,3.6,KI,1683600426
505,hastings,50.8552,0.5729,13.32,51,100,7.74,GB,1683600545
506,fort drum,44.0584,-75.7619,10.07,75,0,0.0,US,1683600545
507,kill devil hills,36.0307,-75.676,22.01,78,0,1.54,US,1683600255
508,baotou,40.6522,109.8222,18.95,29,100,2.67,CN,1683600546
509,twon-brass,4.3151,6.2418,27.92,80,54,4.56,NG,1683600546
510,acajutla,13.5928,-89.8275,28.32,80,28,3.1,SV,1683600546
511,as sulayyil,20.4607,45.5779,28.14,17,33,2.33,SA,1683600546
512,venezuela,8.0,-66.0,30.97,50,96,6.06,VE,1683600546
513,levico terme,46.0129,11.3072,14.0,91,99,0.69,IT,1683600547
514,tukrah,32.5341,20.5791,20.05,43,89,9.03,LY,1683600547
515,khilok,51.3674,110.4676,18.62,21,3,0.95,RU,1683600547
516,hasaki,35.7333,140.8333,20.12,55,40,7.26,JP,1683600225
517,osakarovka,50.565,72.5692,20.46,29,100,4.55,KZ,1683600547
518,sochi,43.6,39.7303,13.05,96,100,4.11,RU,1683600548
519,monticello,45.3055,-93.7941,19.02,64,75,1.54,US,1683600417
520,sinop,41.7711,34.8709,8.24,95,81,0.46,TR,1683600237
521,eastham,41.8301,-69.9739,14.43,59,78,4.47,US,1683600548
522,ambon,-3.6954,128.1814,31.08,92,40,3.09,ID,1683600548
523,mahibadhoo,3.7833,72.9667,28.35,77,66,4.84,MV,1683600548
524,darhan,49.4867,105.9228,17.79,28,100,3.16,MN,1683600549
525,rawson,-43.3002,-65.1023,13.87,42,90,4.91,AR,1683600549
526,kenai,60.5544,-151.2583,7.05,61,100,7.2,US,1683600108
527,moramanga,-18.9333,48.2,13.72,99,26,1.0,MG,1683600549
528,beloyarskiy,63.7119,66.6722,0.36,79,48,4.22,RU,1683600549
529,jiaojiang,28.6803,121.4428,22.78,49,0,4.28,CN,1683600549
530,colares,38.7992,-9.4469,19.97,85,83,10.28,PT,1683600550
531,champerico,14.3,-91.9167,29.82,72,1,2.42,GT,1683600550
532,tromso,69.6496,18.957,5.77,87,100,4.12,NO,1683599999
533,miguel ahumada,30.6167,-106.5167,23.93,8,2,3.11,MX,1683600550
534,cape coast,5.1053,-1.2466,27.06,80,50,1.55,GH,1683600551
535,kupang,-10.1667,123.5833,30.32,70,40,5.66,ID,1683600252
536,sogndal,61.2283,7.1003,8.21,93,100,1.03,NO,1683600552
537,saint-joseph,-21.3667,55.6167,22.21,79,28,3.87,RE,1683600552
538,san salvador,13.6894,-89.1872,24.13,82,33,1.11,SV,1683600386
539,nelson bay,-32.7167,152.15,19.03,62,79,6.71,AU,1683600554
540,tbeng meanchey,13.8167,104.9667,34.07,49,54,1.87,KH,1683600249
541,mogocha,53.7333,119.7667,11.75,32,30,2.63,RU,1683600250
542,porto novo,6.4965,2.6036,26.67,84,96,2.05,BJ,1683600555
543,carauari,-4.8828,-66.8958,23.31,99,100,1.35,BR,1683600152
544,klaksvik,62.2266,-6.589,8.51,86,85,3.44,FO,1683600555
545,loikaw,19.6742,97.2094,31.39,42,100,1.78,MM,1683600544
546,seven pagodas,12.6264,80.1722,31.03,68,61,1.96,IN,1683600319
547,ola,59.5833,151.2833,8.97,72,27,0.55,RU,1683600252
548,dakhla,23.6848,-15.958,18.2,92,0,7.95,EH,1683600326
549,hawera,-39.5917,174.2833,16.84,91,100,6.68,NZ,1683600556
550,mikomeseng,2.1361,10.6132,21.03,100,100,0.54,GQ,1683600556
551,conceicao da barra,-18.5933,-39.7322,22.6,93,2,2.23,BR,1683600557
552,shimoda,34.6667,138.95,17.2,51,9,7.01,JP,1683600557
553,barra de santo antonio,-9.4047,-35.5072,24.6,81,22,0.99,BR,1683600252
554,halifax,44.6453,-63.5724,4.71,78,75,7.2,CA,1683600488
555,niamey,13.5137,2.1098,31.16,45,0,4.12,NE,1683600438
556,maxixe,-23.8597,35.3472,19.38,96,8,2.44,MZ,1683600557
557,kuruman,-27.4524,23.4325,11.97,67,0,3.41,ZA,1683600558
558,newnham,-41.3833,147.1333,15.53,65,100,3.6,AU,1683600558
559,fisterra,42.9049,-9.2629,17.79,95,100,4.01,ES,1683600558
560,zeya,53.75,127.2667,3.8,75,100,4.94,RU,1683600558
561,arkhangel'sk,64.5401,40.5433,3.45,87,100,2.69,RU,1683600316
562,ardestan,33.3761,52.3694,24.17,17,85,0.99,IR,1683600558
563,alaghsas,17.0187,8.0168,27.82,8,100,3.06,NE,1683600217
564,ghat,24.9647,10.1728,25.38,16,98,5.6,LY,1683600559
565,qamdo,31.1667,97.2333,6.92,29,98,4.21,CN,1683600239
566,mount gambier,-37.8333,140.7667,15.19,70,95,3.94,AU,1683600264
567,kshenskiy,51.8408,37.7136,3.64,71,100,4.08,RU,1683600559
568,pecos,31.4229,-103.4932,31.46,16,0,0.0,US,1683600394
569,yangshuo,24.7808,110.4897,19.13,92,100,0.23,CN,1683600560
570,kettering,39.6895,-84.1688,19.57,87,100,1.54,US,1683600560
571,taoudenni,22.6783,-3.9836,33.84,15,100,8.2,ML,1683600225
572,baikunthpur,23.25,82.55,33.37,24,0,1.37,IN,1683600560
573,nagqu,31.5,92.0,-1.02,63,100,6.4,CN,1683600258
574,santa elena de uairen,4.6167,-61.1333,20.1,90,100,0.68,VE,1683600230
575,chambishi,-12.6325,28.0537,10.92,87,10,1.53,ZM,1683600561
576,sao joao da barra,-21.6403,-41.0511,24.23,79,56,4.88,BR,1683600561
577,chui,-33.6971,-53.4616,12.32,77,0,3.1,UY,1683600561
578,oyem,1.5995,11.5793,20.38,96,99,0.96,GA,1683600561
579,ban mai,7.2041,100.5451,31.61,71,93,0.4,TH,1683600561
580,porto velho,-8.7619,-63.9039,23.03,88,75,3.09,BR,1683600561
581,duba,27.3513,35.6901,23.66,46,0,3.95,SA,1683600562
582,rouissat,31.9243,5.3502,21.04,46,1,2.06,DZ,1683600268
583,bismarck,46.8083,-100.7837,13.57,79,0,5.14,US,1683600562
584,jose pedro varela,-33.45,-54.5333,11.26,72,0,3.74,UY,1683600562
585,ushtobe,45.2514,77.9838,21.15,25,0,1.23,KZ,1683600562
